"","baseMean","log2FoldChange","pvalue","padj"
CCDC144B,9.94366514507284,-0.780981750459629,0.391066327377675,NA
ATXN7,758.066068721511,-0.118908493272505,0.391079216230462,0.599270883096132
DDX18,3456.70799653039,-0.0897762068761257,0.391090746401605,0.599270883096132
ZNF677,504.95883383161,0.123848716011096,0.39114191476068,0.599270883096132
COPS7B,614.44111825611,0.115046308975388,0.391158075328107,0.599270883096132
C2orf82,12.984070470976,0.651253290991697,0.391177003219763,NA
AGTPBP1,526.838698466872,-0.129752355318635,0.391273282063242,0.599380697965384
PLA2G4E,10.8087653677261,0.709126357842827,0.391384994361669,NA
BRK1,1135.38557319329,0.100780240803257,0.391442001374423,0.599572453718109
,11.3055749667526,0.684437267386459,0.39155447346155,NA
C19orf18,20.2363835086205,0.553474198531491,0.39156850195705,NA
DDX21,3812.66616692165,0.0772438061140086,0.391734618349548,0.599953919994804
C18orf65,14.3690421307525,-0.61107784974112,0.391796369592099,NA
DNAJB6,888.146950706107,0.102878474060245,0.391831854116537,0.600036102222499
NIF3L1,1302.75878364196,-0.103879028495167,0.391901547874321,0.600076094098677
MICA,261.365921451052,0.156705037008683,0.391956010696343,0.600092758204208
CXorf40B,254.182721700561,0.162397137168924,0.392082461704253,0.600219621752926
HMGA1P8,4.52845174350554,1.09077913572354,0.39228683081078,NA
,7.47954949702183,0.872417943796504,0.392309930469719,NA
EVC,191.711433930431,0.179388217906073,0.392441447962917,0.600702394225141
SHROOM1,56.4026618946546,-0.320664504264953,0.392486590736767,0.600704718733498
,20.9999395012832,0.506968996768893,0.392742106537524,0.601028984999078
OXSR1,1139.21098202048,-0.0971780245414703,0.392796301128349,0.601045123517876
CMTR2,903.26415076054,-0.106560517356694,0.392885860336828,0.601067837415345
ZNF567,273.976255771937,-0.158337754188465,0.392898446229159,0.601067837415345
DHX57,778.977214827418,-0.108302140180258,0.39303923943968,0.601216432691002
KHK,9.76894846336175,0.765221768827402,0.393103853372761,NA
PIGZ,54.5478043439164,-0.330007672795278,0.393121782617114,0.601271727081703
CDK4,1514.65473214928,0.0901397638174215,0.393162718274775,0.601271727081703
RNF7P1,9.63344318466355,-0.738659469946319,0.39323712981913,NA
ZBTB43,375.03592228627,-0.137257928896403,0.393249541330325,0.601337721723329
NGB,3.29248037922104,1.27120303172473,0.393258457145464,NA
,3.29248037922104,1.27120303172473,0.393258457145464,NA
MB21D2,160.510544683302,0.191571010513993,0.393386533980615,0.601453551728495
NUP43,1293.48697202,0.101573108953582,0.393470355868986,0.601453551728495
OCLN,404.820257834565,0.144262113839662,0.393488718799268,0.601453551728495
,21.2433675983204,-0.525553412987949,0.393528778577987,0.601453551728495
ATP5G1,150.151654615582,0.200006593530394,0.393543681995188,0.601453551728495
,2.75219521342141,1.50092521357111,0.393594834532331,NA
NDRG4,47.5031824241812,0.339187315548436,0.393629646693485,0.601518170565896
ZNF285,66.5327956276201,0.297386787936915,0.393872105288835,0.601821891902714
FER1L6,2825.66540890994,-0.216201803111669,0.394018497147994,0.601895581563694
CFDP1,409.709311366998,0.145155685682261,0.394027324958053,0.601895581563694
VWA9,793.333286354768,0.106063655212569,0.394051464618497,0.601895581563694
,62.5419221985544,-0.295650212021882,0.394179013035238,0.602023625720411
,23.0646408754709,0.477411976351357,0.394489660096807,0.60243125424565
SLC24A1,433.127101103481,-0.130176060378566,0.394663751019069,0.602591777928948
MZT2A,61.7898241980426,0.298380134443414,0.39468229812209,0.602591777928948
,10.8073649650379,0.715421943972471,0.394710980513741,NA
TMEM154,607.099078835225,-0.115002522140729,0.394738508755159,0.602610783321346
SLC39A13,252.654819975361,0.167895810955057,0.39484109439209,0.602644471857268
RFC4,395.07120680716,-0.140270596683848,0.394848106397696,0.602644471857268
RFFL,623.053885070804,-0.11776808539407,0.394902891338668,0.602661289342065
CCDC169,43.3980322816767,-0.351454355645302,0.394955038959997,0.602674078732176
DHX40,1201.94927909407,-0.105136326196758,0.395022392316734,0.602710065617886
GALNT3,2894.17764266447,-0.0797375075567846,0.395148839376484,0.6028188851364
,147.50194943781,0.198681854233875,0.395181269144974,0.6028188851364
FAM218A,22.532522128286,0.482506465568442,0.39529375334385,0.602923680055916
VEZT,1918.80541342681,-0.0986688091983991,0.395367204797411,0.602968923475506
COMMD4,587.519900409713,-0.128059977816829,0.395427337759001,0.602993847280337
CCDC152,3.9854444381677,1.21724043376003,0.395519963431439,NA
SEPT3,26.7153275042909,-0.448455232395789,0.395579006179385,0.603146460220421
MIR635,16.5742644063219,-0.562050758831772,0.395610311275965,NA
,16.5742644063219,-0.562050758831772,0.395610311275965,NA
UXT,995.200186750092,0.101138255645236,0.395625028464261,0.603146460220421
AFF2,4.20622827907874,-1.15149868191961,0.395641631916098,NA
UNC50,1739.43379339169,0.0916392495296673,0.395658821726294,0.603146460220421
,10.8871214262647,-0.711974068929566,0.395661777172367,NA
SPACA6,28.2834127822589,0.431102733178283,0.395764169996933,0.603167869278751
MEMO1,29.3041121761247,-0.446009115575841,0.395775929681469,0.603167869278751
ATP7B,761.24504415507,-0.113565336594997,0.395804275003834,0.603167869278751
SIRT3,414.76970408353,-0.131241846709561,0.396008814059013,0.603396856166117
EZH1,432.50936528141,0.129614232462866,0.396042177634667,0.603396856166117
TMCO3,2080.1499076366,-0.0839696340716554,0.396101062531272,0.603419806511297
,50.5214759314024,-0.336205617226553,0.396179479447395,0.603472503538787
LINC01588,18.2911152481601,0.533842774242869,0.396226000768586,NA
GSG2,17.8713395488578,-0.548761911303865,0.396229809639905,NA
RFESD,65.8683747009055,0.290339891507203,0.396241672621442,0.603500479150232
OIT3,3.27754794468002,1.26414453511232,0.396258167208102,NA
SEPSECS-AS1,16.1195299713802,-0.578349405655729,0.396328441566348,NA
SETD4,330.788808377781,-0.141459547508863,0.396513263222945,0.603847338484843
UTP18,403.876063694771,0.131425001470889,0.396757788324115,0.604152907798636
RBM24,54.3596853335352,-0.313389507323774,0.396925310864621,0.604341168797637
CYP20A1,480.8685551874,0.131519975156295,0.397126924163006,0.604545179617284
ALG2,724.819177569748,0.107388156699716,0.397160431224723,0.604545179617284
GDF9,14.5220973770552,0.596586623672317,0.397180410555415,NA
BIRC6,2870.75470475781,-0.201301755956824,0.397213748886199,0.604545179617284
ANKRD37,417.295142109347,-0.135934557341051,0.397234915408656,0.604545179617284
LUC7L2,696.746831202458,0.112440235479789,0.397342112042177,0.604641494399467
MAPKAPK5-AS1,299.809764036155,-0.147390706443649,0.397424276328911,0.604699700005425
KIAA0922,506.141536503709,-0.120411058730687,0.397512777188752,0.604767533078014
DPYSL4,8.5098782459216,0.782549557850681,0.397639446637571,NA
DPH3,634.984393582316,0.12352653155595,0.397894529470407,0.605270057595146
USP25,1471.04814476539,-0.0907797949004687,0.397930997197448,0.605270057595146
MTHFD1L,830.155791657418,-0.106856036905136,0.398043010204322,0.605339253502468
ZNF584,120.815294768934,0.227265739298952,0.398064411072248,0.605339253502468
,8.51260038545981,0.781733339217126,0.398159780742239,NA
ZSWIM6,750.955236816652,-0.109822782398253,0.398199015071311,0.605477080116161
VAMP2,308.886009956757,-0.144969967173792,0.39833839613493,0.605622139204812
EVPLL,16.5471216767781,-0.56665849160594,0.398341212391056,NA
PDCD1LG2,18.3274743864878,-0.538433560531851,0.398362118788655,NA
APBB2,276.457850696179,0.162401794321767,0.398435847391264,0.60570342444002
SLC25A41,3.32234524830308,1.28555690351104,0.398482360522822,NA
,3.28975823968283,1.27366497532125,0.398528592002042,NA
KLHDC9,105.735424810711,-0.230471505742566,0.398541591214079,0.605772433055635
UBASH3B,299.947386234217,0.149478664081211,0.398584415342294,0.605772433055635
FOXN2,118.57178012995,-0.221534315709375,0.398617651562197,0.605772433055635
PPP2R5E,1063.4981610976,-0.0958826180328642,0.398678582766984,0.605772433055635
STARD7,4617.78541903799,0.0747148243317105,0.398701202671258,0.605772433055635
UBAC2,1276.93028563847,-0.0955703587181883,0.398806098397369,0.605831238083719
TIPRL,843.854596998574,-0.11512239811637,0.398827899290407,0.605831238083719
PDCL,731.076208646536,0.108890064366376,0.398901820393978,0.605876689479934
HOXB6,3.30469067422385,1.28084188656198,0.398960637455045,NA
KCNQ1,537.431143794688,0.126019728603788,0.399053152163197,0.606039693976753
FAM71E1,34.9981364310411,0.385500968413451,0.399138843415423,0.606102985645166
SMIM4,55.7972401486377,0.323002885779015,0.3993197373066,0.60631081516285
CASC8,69.9434133243549,0.283795569671745,0.399385892302156,0.606339779617315
IDH3G,466.777321202391,0.123857641459954,0.39942688024028,0.606339779617315
RAP1B,714.041516368829,0.10860730474011,0.399520290323234,0.606414726383481
PITPNC1,284.48437186516,0.152626942126858,0.399750998246031,0.606698032166631
KNSTRN,186.122425816109,-0.199388699105505,0.399967908662798,0.606960337479252
XPA,235.066366173066,-0.160947725431974,0.400033267725392,0.60696056396025
RPS4XP17,3.29520251875925,1.26882250430865,0.400127396030451,NA
SLC19A2,339.014995886095,-0.14077106338922,0.400142432543189,0.60696056396025
FBXO4,148.783887568576,-0.201068463055614,0.400161286698899,0.60696056396025
HTT,2430.5409165849,-0.0871800600102154,0.400185031461893,0.60696056396025
NR2F1,149.90576506977,-0.195154862052629,0.40021787956148,0.60696056396025
GTF2E1,393.607999827427,-0.131306279135734,0.400265108040501,0.60696056396025
SNHG4,62.1197862686198,0.332553802652908,0.400335059840544,0.60696056396025
CDK8,400.478424287528,0.131749306548064,0.400335385780525,0.60696056396025
EEF1A1P19,64.7871719611076,0.287940088498922,0.400402580640391,0.60696056396025
ZNF818P,36.1620525032258,-0.3860471944049,0.400408842629986,0.60696056396025
PCDHA4,27.5169934504886,-0.458936219491976,0.400519285242504,0.607036800212036
,8.38116534575066,-0.78127828414172,0.400528278513131,NA
BABAM1,169.729003712183,0.19242106370879,0.400596829443346,0.607036800212036
TFAP2C,653.11557988028,0.110865311252852,0.400644660186855,0.607036800212036
RFX7,816.720225490598,-0.124862174127187,0.400675590790881,0.607036800212036
EIF2B2,1338.49008632421,-0.104912271067369,0.400679555346928,0.607036800212036
SCN2B,4.19806186046411,-1.14815305703057,0.400777196674774,NA
FAIM,261.692955942428,0.160172584794714,0.400808361914049,0.60716514230544
SMARCAL1,626.666918837894,0.114426180480348,0.400858669309476,0.607174554657516
,15.5995428533597,-0.595982912907952,0.400884715337994,NA
PYCR1,116.961520524062,0.232938859762386,0.401010159655348,0.607337208364953
,97.5623842969475,-0.270857475474054,0.401240739936083,0.607619596274042
CRB1,3.44127188372778,-1.22440452832895,0.40133099004199,NA
HYDIN2,3.44127188372778,-1.22440452832895,0.40133099004199,NA
ARHGEF10L,935.636494804104,0.100481997719643,0.401335698173868,0.607679750548556
DDX12P,3.48863483914117,1.38656641940375,0.401339074614264,NA
NANOS1,28.0816205404555,-0.43856082402952,0.401372048233167,0.607679750548556
ATP8B4,10.4173758909437,-0.735739658224291,0.401398007606495,NA
,17.2471758015693,0.558703581034047,0.401464256045963,NA
OTUD5,666.265228024129,0.109688514506808,0.401524984295055,0.607679750548556
TRAC,4.54610631758477,1.0943438074844,0.401527873798578,NA
LINC01137,87.042848033551,0.251425654351121,0.40153123636439,0.607679750548556
SNX1,1594.81967610687,0.0867970425944162,0.401531376110161,0.607679750548556
SRIP3,3.27482580514181,1.26654317198559,0.401546089451038,NA
RFPL1S,3.27482580514181,1.26654317198559,0.401546089451038,NA
NYNRIN,1059.76556764466,0.105245515219281,0.401582769596448,0.607679750548556
SMARCA2,3926.01210511799,0.0759934188562995,0.401589377631943,0.607679750548556
,24.2219061906622,0.477923112790251,0.401708539766826,0.60779327464995
QSER1,645.07719156469,-0.12358593254553,0.402063889847169,0.608264091759561
GTF2IP14,3.443994023266,-1.22566046522754,0.402243282008132,NA
NACAP1,3.443994023266,-1.22566046522754,0.402243282008132,NA
,3.443994023266,-1.22566046522754,0.402243282008132,NA
ZNF559,324.930642601846,-0.140300251115704,0.402415239146209,0.608595225462875
GINS4,135.717333457655,-0.207296133337136,0.402426504386922,0.608595225462875
RAB40B,210.308538529155,0.17689745582904,0.402429297316249,0.608595225462875
MT1L,36.227147854628,-0.379097506798918,0.402459558683002,0.608595225462875
,4.5202853248909,1.09580404710449,0.402478176702061,NA
CBWD5,23.9712204656102,-0.48465589358812,0.40254289281516,0.608595303986479
CCDC127,340.315908205351,0.139681354893916,0.40254800498975,0.608595303986479
ARHGEF26-AS1,21.3247171211136,-0.508570944607759,0.402674331641364,0.608719458414929
SPIN2B,6.82866060216002,0.873613867147293,0.40281781159242,NA
SURF2,44.7481604647467,0.339406796614993,0.402910910916237,0.609010235270755
SUMF2,2218.39246167542,0.0846270246459717,0.402967386403171,0.609028746654776
TIGD6,181.085160443661,0.182233411369508,0.403117740518855,0.609189122799016
ZNF423,3.28027008421823,1.26169768136319,0.403152093704972,NA
ACTR2,6829.0818677822,0.0769779841167297,0.403186356267979,0.609225954769019
ACRBP,3.42633944918676,-1.23658475177841,0.403260219131034,NA
,3.42633944918676,-1.23658475177841,0.403260219131034,NA
PEX6,568.2866879021,-0.114335581267713,0.403272080118181,0.609288626643335
SNHG5,906.00423407698,0.110632437239512,0.403320003379949,0.609294179543818
MYCN,3.43854974418957,-1.22314240454407,0.403325688725647,NA
ZNF583,84.5356225194245,0.255183617349083,0.403413782141297,0.609314521673873
MBIP,281.91125664254,0.148293974245336,0.403421967618061,0.609314521673873
MED4,545.497960442552,0.118902297188663,0.403617330106727,0.609542732569602
FAM120A,5884.96899002364,0.0717729996394871,0.403718254811665,0.609628289149756
,5.44901796252704,-0.992935415770843,0.403728477638795,NA
TSC22D2,412.543615555066,0.128046436488592,0.403824723031999,0.609634785077649
DYNC1LI1,727.152312927254,0.109839681417779,0.403856970242968,0.609634785077649
ACOT13,368.786292293136,-0.151066831002351,0.403879316052237,0.609634785077649
PAX7,4.49586473488529,1.08164328543048,0.40389650542573,NA
,4.49586473488529,1.08164328543048,0.40389650542573,NA
MYZAP,40.6565687166959,-0.362980368589512,0.403899647368438,0.609634785077649
LINC00346,14.8685738693173,-0.584535589002317,0.404008580352228,NA
RNF214,393.999849765842,0.13859379848003,0.404018636469847,0.609747547587658
HYOU1,3501.97581134401,0.0756767018484282,0.404131140226229,0.609850498730429
,11.3553878930591,-0.673006816914352,0.404141821718485,NA
,3.42906158872498,-1.23789742089595,0.404142519656521,NA
PKMP1,11.768475820309,0.653004814214671,0.404288819410659,NA
ARSI,15.5917791505016,0.572810003993484,0.404694334906886,NA
FBXO41,104.300384169585,0.232095595331134,0.404827044939618,0.610797348453906
SMIM2-AS1,42.1661311563813,-0.347800752285457,0.404889325735449,0.610797348453906
CCDC110,21.8609584105251,-0.493341474106499,0.404891662795008,0.610797348453906
PRRT1,18.7689485362574,0.519699294122127,0.405012359052852,NA
IL20,4.21167255815517,-1.15327833256365,0.40501373846662,NA
HIBCH,1092.95313333829,-0.0940142051398574,0.405187699287033,0.611176976578206
POPDC3,3.42361730964855,-1.23535981250569,0.405225549772727,NA
,3.42361730964855,-1.23535981250569,0.405225549772727,NA
,4.17768514684666,-1.15598820424643,0.405230517504764,NA
,31.1148834972767,-0.419834245560412,0.405292002748347,0.611267346970945
,14.7817014016094,-0.599428429447029,0.405360785681796,NA
ARSG,103.919841618681,-0.231507730481971,0.405537367788679,0.611570425413439
PRICKLE1,238.687490659301,-0.162777732744672,0.405706977098253,0.611759206596906
ANO7P1,43.7518191271554,0.343454425337573,0.405798482665692,0.611830187923637
TRIM60P18,21.0566489906275,-0.487213077464561,0.405973246272334,0.612026669714258
TAF6,615.635759591655,0.122160462279203,0.40604929158385,0.612074301599301
HMG20B,697.334900831063,0.110013321601495,0.406145791547755,0.612152752803478
ATP5I,104.508862936053,-0.239140149735026,0.406338794187019,0.612376622081127
,12.9623720205086,0.645393731741194,0.406469181469547,NA
FAF2,1963.83995508705,-0.0828386051743127,0.406491273460641,0.612504989353257
CDH24,143.76219039019,0.204257994196267,0.406512933747234,0.612504989353257
MED26,96.6321054213333,0.237299472545036,0.40661266058005,0.612528870740351
P2RY11,35.4664815636738,0.378996526141361,0.406617749269248,0.612528870740351
TSPYL1,5462.23437743852,-0.072447427366153,0.406663358141479,0.61253056679153
RPS19,3328.27056758233,0.0912745861750568,0.406767684036119,0.612620694430424
XPO6,1596.75348032143,0.0873588191707137,0.406990346142602,0.61275752412407
ORAI3,183.708333554702,0.183149356408625,0.407012041047916,0.61275752412407
POLM,179.333935166395,0.179235172382492,0.407043149864468,0.61275752412407
LRRC36,58.4735186219556,-0.300491196512788,0.407054716264467,0.61275752412407
FILIP1L,78.4242827665926,-0.268818881560835,0.407081033455845,0.61275752412407
DDX3X,10428.9787896777,-0.0806053277991006,0.407173162729016,0.612783825432299
EFR3A,4208.39016076283,0.0830476964321144,0.407187509274186,0.612783825432299
,54.9135811970259,-0.308711639000607,0.407400094526117,0.613036750259494
TMEM141,111.386402999176,0.22775660566537,0.407660295016601,0.613361261186473
ETV1,8.37439932982428,-0.787590698536473,0.407695291221458,NA
POU2F1,878.39886920594,-0.10980327599706,0.407838584083428,0.613562471629937
ULK1,1257.79823509346,0.0904501486334116,0.407926023957,0.613586668161723
,71.0906367417213,0.281719725478979,0.407982537552761,0.613586668161723
ADARB1,101.295027319582,0.234452431329623,0.408016876977645,0.613586668161723
ITFG1-AS1,3.25989337060079,1.25936856333744,0.4080396378216,NA
,3.25989337060079,1.25936856333744,0.4080396378216,NA
CIAO1,1037.8725600064,0.0949663139773139,0.408055546368991,0.613586668161723
GNG10,3.43178372826319,-1.23931869683295,0.408062206500961,NA
FNTA,487.812364871144,-0.122545996234557,0.408098556441745,0.613586668161723
GTF2IP20,23.6250569488438,-0.480903027938469,0.408122025685782,0.613586668161723
MEIOB,6.77437514307236,0.856682198568832,0.408289383684093,NA
,17.0371652598782,-0.547635432755352,0.408301490328417,NA
,5.03070562160849,0.989130298101983,0.408503719452487,NA
KRT34,3.43582760465136,-1.22185664440179,0.408517576602426,NA
,107.653173969967,0.240409046473559,0.408541358802385,0.614150055754241
,17.8346299980111,-0.548355901297322,0.408669483456,NA
KCNE1,103.082172407819,0.239074367960989,0.40885867412431,0.614493392151541
CXorf23,321.509983007286,-0.143280744349893,0.408859002098215,0.614493392151541
CPSF6,1851.78503391734,0.0861416307744879,0.408979029626266,0.61456497283193
INTS12,226.693973694987,0.16333980099706,0.40903139344729,0.61456497283193
APOBEC3C,1565.42950587765,0.0869736019793592,0.409040521133234,0.61456497283193
TLDC1,744.669345552009,0.111202190937709,0.409153751420339,0.614668029353925
LRRC8D,1493.63713849588,0.087036859839324,0.409217611055347,0.614696902392509
TROAP,20.490542832134,-0.506368832854453,0.409297942431686,NA
SDHDP6,3.3372776828441,1.29314817748333,0.409304028776419,NA
TMEM150A,285.201909228573,0.150053475028492,0.409503649104842,0.615059472968332
ZNF445,533.047836970923,-0.126368239515247,0.409603534350642,0.615142400262661
ACRC,15.3491292969528,-0.565667357001519,0.409675796298477,NA
RIOK1,658.263392464797,0.110513087740279,0.409758968643035,0.615304996793742
MYO1A,2.73726277888039,1.49222376343477,0.40976577741127,NA
MPG,192.074619613078,0.176447293842653,0.409801171067205,0.615304996793742
OXCT1,318.323111213936,-0.14542381993834,0.410013683043701,0.615556957644108
,3.42089517011034,-1.2342116024998,0.410236115731493,NA
,3.99765473317051,1.22526366768574,0.410253048665031,NA
RBPMS-AS1,26.8201267147231,0.448199788707642,0.410254968632931,0.615852056914364
RBM3,6043.23946723649,0.0886699830771965,0.410344360873565,0.615919102815456
ADAMTS9,13.9074630140462,-0.625894004601744,0.41055180211059,NA
TMEM44,298.352637938948,-0.144965676763961,0.410573526899346,0.616195909035858
PTPRT,4.14922068045288,-1.19464314599034,0.410624825804383,NA
RPF2,437.883201812144,0.132874739362649,0.410719073641773,0.616322359066956
KPNB1,6413.72383444844,0.0727178036923399,0.410789784615164,0.616322359066956
ZBTB22,441.4419484693,0.126443820118938,0.410873717889145,0.616322359066956
DGCR9,16.1072410105391,-0.572879971240674,0.410917519272217,NA
RNF14,1743.85792688439,0.0883292608682122,0.410939745574995,0.616322359066956
GPR176,69.121595165668,-0.275446404321273,0.410945861520788,0.616322359066956
NGFRAP1,3467.59233170476,-0.092392538833916,0.411016479496741,0.616322359066956
ZNF653,30.7676181090681,0.401501559880097,0.411018504262,0.616322359066956
STK31,21.3573041297339,-0.505341761058898,0.411019895093,0.616322359066956
MLLT3,1146.24456544814,0.0962445677348649,0.411101119009573,0.616322359066956
NDUFAF6,264.732431172815,0.154074821348471,0.411134814863513,0.616322359066956
MAP1A,737.948363479362,0.114151833801455,0.411154869838248,0.616322359066956
IL13RA1,2783.10567124866,-0.0788191755689075,0.411194881100081,0.616322359066956
EGOT,13.5714987267813,-0.604064402894011,0.41127867173992,NA
,8.40698633844454,-0.779140257260065,0.411309312254677,NA
SNX10,10.72049249733,0.700036281381767,0.41135620043522,NA
LINC00152,17.1912181931126,-0.591864442264319,0.411361771258696,NA
GOLGA2P7,32.727572576061,-0.388058874672949,0.411423778079359,0.616598326529471
VDAC1P8,5.05784835115232,1.00038899328605,0.411475333702406,NA
NTS,3.45620431826881,-1.21222194086076,0.411548592987503,NA
S100A13,173.88877698252,-0.191204578901904,0.411608320980005,0.616771136675662
CERK,1034.0696189767,-0.0976253665641598,0.411628667105979,0.616771136675662
CEP89,584.169869189829,-0.111654408346702,0.411680173455379,0.616781197745682
S1PR1,11.7752418362353,0.656947128201417,0.411746830818222,NA
NRG2,9.0230206821774,0.742558809784588,0.41209587060057,NA
FKBP1A,5626.34820997877,-0.0775320103792525,0.412118482282101,0.617370702896489
ACOX2,93.5114520221148,-0.240183658120636,0.412266341685265,0.617525021756346
DNAJA1P3,3.45892645780702,-1.21344377906688,0.412452862146438,NA
SQRDL,554.311263231175,0.115883961545946,0.412524290103049,0.617821298802086
TCF7L2,533.405578337484,0.118565801884592,0.412553873818822,0.617821298802086
INPP4B,842.950255928814,-0.101667237097936,0.412643423501759,0.617888205917706
STXBP5-AS1,13.5959193167869,-0.598105808863076,0.412789492451045,NA
AADAT,44.0971822515886,-0.368531538864293,0.412910031787459,0.618220195467361
GOLPH3,4051.22618802757,-0.0761553656857194,0.41306864105046,0.618390431318204
ZNF223,27.7999417122783,-0.420921082069652,0.413413462060815,0.618839370863944
DAPL1,51.3053563344452,-0.312823341604864,0.413672571050269,0.619131569413198
,4.67861728809965,-1.0174427745987,0.413678746326564,NA
NSFP1,4.67861728809965,-1.0174427745987,0.413678746326564,NA
,5.91868483200973,-0.902428752261629,0.413708409490368,NA
ZNF329,376.008045904723,0.150572020403934,0.41371744257821,0.619131569413198
TRNP1,164.521255949839,0.188123890769622,0.413751424930198,0.619131569413198
,4.60583605574885,1.11625832214648,0.413768737775194,NA
USP47,2369.43074828878,0.0809751722096127,0.413788513675357,0.619131569413198
TSC22D1-AS1,18.8690812891374,-0.513712089666986,0.413942536379835,NA
KLKB1,5.02798348207028,0.990593189650525,0.413971458681892,NA
,6.75944270853134,0.852922529901105,0.413991545852735,NA
FBLN7,7.17368481046084,-0.823503495645615,0.414030689363126,NA
B4GALT2,428.784307288031,0.134696321553452,0.414094967077408,0.619461558255268
FAM208B,1252.69534911818,0.110812409063209,0.414099030046459,0.619461558255268
NAP1L4P1,10.7110043418654,0.696251918177614,0.414198784188868,NA
,30.512862145027,-0.399471525867309,0.414325243984531,0.619666530643139
TMEM5,432.563942122742,0.128648916956769,0.414326052841785,0.619666530643139
C10orf95,155.658530780989,-0.202687109594751,0.414483402965709,0.619834541576652
ZNF641,437.782066218029,-0.130784684328909,0.41455946589204,0.619880969196807
UGT1A1,4.21439469769338,-1.15403214489669,0.414813371698791,NA
CLCN4,326.182235729323,-0.137774289253399,0.41486794863187,0.62021305673153
USF3,737.173008775435,-0.129883596533574,0.414882308620605,0.62021305673153
UBLCP1,917.198708548278,-0.0978568275933535,0.41493894693505,0.62021305673153
COL12A1,247.07314943929,-0.153219545866698,0.414961720527784,0.62021305673153
SMAP1,1392.19851651248,-0.0868749559152135,0.415153033833935,0.620390252000484
,55.013970408408,0.310175754433251,0.415185035260727,0.620390252000484
LRIF1,405.720257206989,-0.12763800070376,0.415236614592332,0.620390252000484
NAGLU,431.306609402636,-0.145724213361136,0.415260490391319,0.620390252000484
ZNF256,115.116809477623,0.215164232274744,0.415543107411916,0.620729708297585
GNG11,4.61804635075166,1.1236804356593,0.415573128136077,NA
RABEP1,1363.90805949191,-0.0885399003645306,0.41557786352908,0.620729708297585
ITGB3,17.004578251258,-0.551717472142042,0.415589284632347,NA
NGRN,326.173411939431,0.146308905333296,0.415716700940918,0.620817086707794
,3.4345058678014,-1.24088703533234,0.415769211350887,NA
SLC15A3,40.0682733210702,0.354042779436211,0.415782399073035,0.620817086707794
CYB5D1,19.3252161267673,-0.504837049944623,0.415826671616767,NA
GTF2IP7,25.0411480451008,0.443517684943279,0.415844457731528,0.620817086707794
ATP5F1,2312.4912266011,0.0831856538962054,0.415850100468166,0.620817086707794
AHCYL1,6314.96609765381,-0.0697056179356973,0.415861787058293,0.620817086707794
GPN1,1195.01272821093,0.104645622621432,0.416018886803506,0.620956519893909
CYCS,2067.31941146079,0.0884548783910291,0.416045377817081,0.620956519893909
SCIN,117.581598762688,-0.215431616165036,0.416110875362801,0.620986968001059
KIAA1024,18.2870713717719,0.530834886118733,0.416165874834447,NA
,7.15198635999343,-0.83606312005658,0.416320022135363,NA
GAPDHP60,4.67589514856144,-1.01647446048454,0.416403873571871,NA
TMEM87B,1867.75347311048,-0.0898706455220153,0.41641813074962,0.621314143959314
TCF19,124.332821905438,-0.212407203441272,0.416420351096624,0.621314143959314
,3.46164859734523,-1.21457743747216,0.416453829345871,NA
IL7R,13.5511220131639,-0.606067316824577,0.416517458192782,NA
SYNE3,10.1533516368457,-0.690083873614361,0.416526538467041,NA
MXRA5,327.058503002352,-0.16665882281014,0.416526880879563,0.621366205193073
TMEM170B,141.374031885634,-0.193991393128628,0.416545493110912,0.621366205193073
,12.6403314064306,-0.656110370813581,0.416625618490053,NA
C16orf58,778.867427622796,-0.102111580924187,0.416677396521659,0.621404623822383
CAPS,3692.89633493345,0.186587671279757,0.416689384142234,0.621404623822383
ATF5,293.97319839078,0.145743395281339,0.416711251819706,0.621404623822383
TRERF1,330.099791141208,0.153299853137036,0.41675810838505,0.621404623822383
COLQ,10.0786894641406,-0.708343069828691,0.416763157908545,NA
VMO1,1553.29491763943,0.0876178207048011,0.4168238387066,0.621404623822383
DFNB59,38.2090993033343,-0.356493760524952,0.416864858677093,0.621404623822383
NHP2,97.042653215465,0.234740427063872,0.416887139787304,0.621404623822383
,6.80828388854257,0.872225706089442,0.416991909115557,NA
C17orf75,572.891284660123,-0.117446501097523,0.417238397943617,0.621844719050167
CLIC6,2511.03037440677,0.0857342362604038,0.417460121968821,0.621844719050167
ZNF18,169.552035198106,0.179667192134855,0.417487826179658,0.621844719050167
AFAP1,707.606674734852,0.106178144554936,0.417488462261386,0.621844719050167
ANO4,66.2051435942597,-0.288557396995408,0.417536496900469,0.621844719050167
UBQLN2,1220.4371045022,-0.091779846874948,0.417541749838128,0.621844719050167
TMTC3,1190.51846276457,-0.105165942051048,0.417546805481544,0.621844719050167
CCND1,3840.58923939831,0.0851830263115439,0.417557676407108,0.621844719050167
ZFR,2396.88629666523,0.0801217507622155,0.417588824768111,0.621844719050167
,7.28883931617812,0.809669389324202,0.417675108470871,NA
CNPY4,83.7129997546481,0.244801904428738,0.41773144089697,0.621877159199439
ZFP14,332.990488216085,-0.136927506507824,0.417742953666736,0.621877159199439
,72.3545027164372,-0.270365588594439,0.417746094596573,0.621877159199439
ARHGEF28,1442.26078709,0.0868201325092027,0.417830440700269,0.621879259455582
PKN2,2302.1273179058,-0.101132461765815,0.417837829228979,0.621879259455582
